perturbation,perturbation_size,c_source,c_target,time_standard,time_transfer,delta_standard_lower_bound,delta_standard_upper_bound,delta_diff_transfer_lower_bound,delta_diff_transfer_upper_bound,transfer_threads,T_relax,relax_count,optimizing_intervals,how_much_faster,gap_standard,gap_transfer,solve_status_standard,solve_status_transfer
occ,"1,1,5",0,5,1810.12,1812.10,3.368836,31.303990,3.857785,36.892516,32,inf,770,no,,27.935154,33.034731,,
