arch,perturbation,perturbation_size,c_source,c_target,time_standard,time_advstd,delta_standard_lower_bound,delta_standard_upper_bound,delta_advstd_lower_bound,delta_advstd_upper_bound,delta_error,mip_start,branch_priorities,lp_basis,bound_tightening,var_hint,zono_bounds,n1_probe,relax_threshold,relax_mode,elim_org,elim_pert,relaxed_org,relaxed_pert,seed,how_much_faster,lp_optimization_time,time_advstd_with_lp,how_much_faster_with_lp,gap_standard,gap_advstd,solve_status_standard,solve_status_advstd,standard_file,advstd_file
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,linf,0.1,1,9,3613.16,3614.48,8.647699,12.755120,9.289005,12.802763,0.047644,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3614.48,1.00x,4.107421,3.513758,TIME_LIMIT,TIME_LIMIT,/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/linf/eps_0.1/vagharWithPerturbed_3x50_19_sgd_itr1/63912936899417_3x50_linf_0.1_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt,/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/linf/eps_0.1/advStd_3x50_N1_19/63913021928201_n2_3x50_linf_0.1_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,1,3617.16,3616.80,0.099861,0.393948,0.188498,0.372417,-0.021531,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3616.80,1.00x,0.294086,0.183919,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,1,3617.16,3613.82,0.099861,0.393948,0.141832,0.389747,-0.004201,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3613.82,1.00x,0.294086,0.247915,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,2,3616.52,3619.08,0.115364,0.230420,0.166623,0.250892,0.020472,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3619.08,1.00x,0.115056,0.084269,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,2,3616.52,3614.53,0.115364,0.230420,0.115539,0.212750,-0.017670,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3614.53,1.00x,0.115056,0.097212,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,3,3617.63,3615.89,0.156795,0.250777,0.207851,0.293458,0.042681,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3615.89,1.00x,0.093982,0.085607,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,4,3616.30,3616.45,0.132324,0.410987,0.171172,0.351467,-0.059519,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3616.45,1.00x,0.278663,0.180296,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,4,3616.30,3615.68,0.132324,0.410987,0.132201,0.347941,-0.063046,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3615.68,1.00x,0.278663,0.215740,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,5,3614.28,3615.31,0.122961,0.323016,0.192760,0.333346,0.010331,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3615.31,1.00x,0.200055,0.140586,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,5,3614.28,3615.24,0.122961,0.323016,0.134733,0.316847,-0.006168,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3615.24,1.00x,0.200055,0.182114,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,6,3613.76,3614.99,0.103087,0.235177,0.103081,0.231766,-0.003411,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3614.99,1.00x,0.132089,0.128685,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,7,3614.45,3616.31,0.160992,0.395970,0.239229,0.424218,0.028248,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3616.31,1.00x,0.234977,0.184989,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,7,3614.45,3614.76,0.160992,0.395970,0.160478,0.362080,-0.033889,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3614.76,1.00x,0.234977,0.201602,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,8,3614.15,3616.72,0.122246,0.270135,0.158431,0.261331,-0.008804,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3616.72,1.00x,0.147889,0.102899,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"3,3,5",0,8,3614.15,3615.11,0.122246,0.270135,0.117613,0.233318,-0.036817,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3615.11,1.00x,0.147889,0.115705,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912836677991_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",0,9,3613.30,3615.43,0.110228,0.307587,0.151074,0.294832,-0.012756,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3615.43,1.00x,0.197359,0.143758,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912745523777_3x50_occ_3.0,3.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63912838117628_n2_3x50_occ_3.0,3.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,0,3614.65,3616.80,0.147945,0.369848,0.276813,0.380250,0.010401,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3616.80,1.00x,0.221903,0.103436,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913020763845_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,2,3616.72,3615.36,0.074277,0.223290,0.190470,0.237502,0.014212,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3615.36,1.00x,0.149013,0.047032,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913020763845_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,2,3616.72,3614.66,0.074277,0.223290,0.094949,0.207948,-0.015342,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3614.66,1.00x,0.149013,0.112998,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913019598156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,3,3614.32,3614.38,0.118598,0.304837,0.208066,0.318818,0.013980,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3614.38,1.00x,0.186239,0.110752,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913020763845_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,3,3614.32,3615.10,0.118598,0.304837,0.126560,0.290077,-0.014760,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3615.10,1.00x,0.186239,0.163518,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913019598156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,4,3617.83,3614.02,0.093141,0.226846,0.149088,0.257521,0.030675,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3614.02,1.00x,0.133705,0.108433,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913020763845_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,5,3617.30,3613.97,0.140452,0.317047,0.258538,0.335372,0.018325,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3613.97,1.00x,0.176595,0.076834,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913020763845_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,6,3617.82,3615.09,0.152555,0.347508,0.235592,0.385852,0.038345,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3615.09,1.00x,0.194952,0.150260,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913020763845_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,7,3616.42,3615.07,0.106852,0.277849,0.198490,0.293173,0.015324,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3615.07,1.00x,0.170997,0.094683,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913020763845_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,8,3616.80,3614.19,0.126961,0.303551,0.229780,0.312075,0.008524,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,elim not activated,elim not activated,12,11,4,,0.00,3614.19,1.00x,0.176591,0.082295,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913020763845_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,8,3616.80,3615.20,0.126961,0.303551,0.127546,0.278829,-0.024722,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,elim not activated,elim not activated,0,0,4,,0.00,3615.20,1.00x,0.176591,0.151283,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63913019598156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
