arch,perturbation,perturbation_size,c_source,c_target,time_standard,time_advstd,delta_standard_lower_bound,delta_standard_upper_bound,delta_advstd_lower_bound,delta_advstd_upper_bound,delta_error,mip_start,branch_priorities,lp_basis,bound_tightening,var_hint,zono_bounds,n1_probe,relax_threshold,relax_mode,sibling_gate,elim_org,elim_pert,relaxed_org,relaxed_pert,sibgate_both_thin,sibgate_one_thin_org_dropped,sibgate_one_thin_pert_dropped,seed,how_much_faster,lp_optimization_time,time_advstd_with_lp,how_much_faster_with_lp,gap_standard,gap_advstd,solve_status_standard,solve_status_advstd,standard_file,advstd_file
3x50,occ,"3,3,5",1,7,3616.42,3612.67,0.106852,0.277849,0.106577,0.312665,0.034817,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3612.67,1.00x,0.170997,0.206089,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914751302156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,7,3616.42,3611.96,0.106852,0.277849,0.103621,0.311918,0.034069,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3611.96,1.00x,0.170997,0.208296,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914718873273_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",1,9,3615.23,3613.80,0.114982,0.263989,0.108728,0.266711,0.002722,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3613.80,1.00x,0.149007,0.157983,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914751302156_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"3,3,5",1,9,3615.23,3612.08,0.114982,0.263989,0.115387,0.302696,0.038707,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3612.08,1.00x,0.149007,0.187310,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936752437_3x50_occ_3.0,3.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63914718873273_n2_3x50_occ_3.0,3.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",2,3,3615.45,3619.04,0.098819,0.247616,0.102195,0.277863,0.030248,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3619.04,1.00x,0.148797,0.175669,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63913108504610_3x50_occ_3.0,3.0,5.0_ctag2__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag3.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63915008353954_n2_3x50_occ_3.0,3.0,5.0_ctag2_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag3.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",2,5,3614.10,3619.25,0.145842,0.340429,0.146292,0.345212,0.004783,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3619.25,1.00x,0.194587,0.198920,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63913108504610_3x50_occ_3.0,3.0,5.0_ctag2__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag3.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63915008353954_n2_3x50_occ_3.0,3.0,5.0_ctag2_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag3.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"3,3,5",2,8,3614.17,3617.50,0.100208,0.198895,0.102127,0.207497,0.008602,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3617.50,1.00x,0.098687,0.105370,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/vagharWithPerturbed_3x50_19_sgd_itr1/63913108504610_3x50_occ_3.0,3.0,5.0_ctag2__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag3.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_3,3,5/advStd_3x50_N1_19/63915008353954_n2_3x50_occ_3.0,3.0,5.0_ctag2_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag3.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,1,3615.00,3620.75,1.492565,2.957032,1.557995,3.104845,0.147812,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3620.75,1.00x,1.464467,1.546849,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914903371464_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,3,3615.59,3623.60,1.113901,2.170796,1.021177,2.105681,-0.065115,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3623.60,1.00x,1.056894,1.084503,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914903371464_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,4,3617.41,3624.67,1.672709,3.122810,1.631813,3.219363,0.096553,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3624.67,1.00x,1.450100,1.587550,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914903371464_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"5,5,5",0,4,3617.41,3620.32,1.672709,3.122810,1.606582,3.290628,0.167819,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3620.32,1.00x,1.450100,1.684047,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914423630577_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"5,5,5",0,4,3617.41,3618.98,1.672709,3.122810,1.570392,3.279959,0.157150,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3618.98,1.00x,1.450100,1.709567,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63912833402897_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,5,3613.89,3614.49,1.537707,3.108483,1.402645,2.999735,-0.108748,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3614.49,1.00x,1.570776,1.597090,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914426755022_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"5,5,5",0,5,3613.89,3619.65,1.537707,3.108483,1.446936,3.181606,0.073123,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3619.65,1.00x,1.570776,1.734670,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63912833402897_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,6,3613.50,3620.71,1.042353,2.292634,1.142934,2.425757,0.133123,no,off,no,yes,prev_pgd,no,off,0.25,btpr,yes,elim not activated,elim not activated,9,9,9,0,0,4,,0.00,3620.71,1.00x,1.250281,1.282822,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914426600729_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.25_SibGate_varHintPrevPGD_seed4_both9_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"5,5,5",0,6,3613.50,3619.43,1.042353,2.292634,1.025212,2.354012,0.061378,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3619.43,1.00x,1.250281,1.328800,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914426755022_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,7,3613.21,3619.13,1.319336,3.308100,1.452722,3.497838,0.189738,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3619.13,1.00x,1.988764,2.045116,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63912833402897_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,8,3613.49,3621.67,0.881832,2.116235,0.943296,2.214845,0.098610,no,off,no,yes,prev_pgd,no,off,0.5,btpr,yes,elim not activated,elim not activated,11,11,11,0,0,4,,0.00,3621.67,1.00x,1.234403,1.271549,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914426586410_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_SibGate_varHintPrevPGD_seed4_both11_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"5,5,5",0,8,3613.49,3618.71,0.881832,2.116235,0.904021,2.177542,0.061306,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3618.71,1.00x,1.234403,1.273521,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63912833402897_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"5,5,5",0,8,3613.49,3614.44,0.881832,2.116235,0.893228,2.275846,0.159610,no,off,no,yes,prev_pgd,yes,off,0.5,btpr,no,elim not activated,elim not activated,12,11,,,,4,,0.00,3614.44,1.00x,1.234403,1.382618,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63912834401820_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.5_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",0,9,3613.05,3616.30,1.487176,2.508486,1.493278,2.529435,0.020949,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3616.30,1.00x,1.021310,1.036157,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914426755022_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"5,5,5",0,9,3613.05,3618.49,1.487176,2.508486,1.522741,2.640795,0.132309,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3618.49,1.00x,1.021310,1.118054,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63912833402897_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x50,occ,"5,5,5",0,9,3613.05,3620.32,1.487176,2.508486,1.493279,2.661289,0.152803,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3620.32,1.00x,1.021310,1.168010,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912744500662_3x50_occ_5.0,5.0,5.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914423630577_n2_3x50_occ_5.0,5.0,5.0_ctag0_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",1,7,3617.14,3617.82,1.086501,2.339735,1.100605,2.443260,0.103525,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,no,elim not activated,elim not activated,0,0,,,,4,,0.00,3617.82,1.00x,1.253234,1.342655,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936543626_3x50_occ_5.0,5.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63913012535896_n2_3x50_occ_5.0,5.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_zonoBounds_varHintPrevPGD_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
3x50,occ,"5,5,5",1,7,3617.14,3621.83,1.086501,2.339735,1.130609,2.493732,0.153997,no,off,no,yes,prev_pgd,no,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3621.83,1.00x,1.253234,1.363123,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63912936543626_3x50_occ_5.0,5.0,5.0_ctag1__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag2.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63914709737962_n2_3x50_occ_5.0,5.0,5.0_ctag1_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag2.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3x50,occ,"5,5,5",2,7,3618.18,3621.26,1.327436,1.991978,1.352825,2.207534,0.215556,no,off,no,yes,prev_pgd,yes,off,0.0,btpr,yes,elim not activated,elim not activated,0,0,0,0,0,4,,0.00,3621.26,1.00x,0.664542,0.854709,TIME_LIMIT,TIME_LIMIT,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/vagharWithPerturbed_3x50_19_sgd_itr1/63913104071296_3x50_occ_5.0,5.0,5.0_ctag2__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag3.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x50_exp/occ/eps_5,5,5/advStd_3x50_N1_19/63915003862012_n2_3x50_occ_5.0,5.0,5.0_ctag2_19_sgd_itr1_N2_advStd_BoundTightPertRelax0.0_SibGate_zonoBounds_varHintPrevPGD_seed4_both0_orgDrop0_pertDrop0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag3.txt"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
