arch,perturbation,perturbation_size,c_source,c_target,time_standard,time_transfer,delta_standard_lower_bound,delta_standard_upper_bound,delta_diff_transfer_lower_bound,delta_diff_transfer_upper_bound,transfer_threads,T_relax,relax_count,optimizing_intervals,encoding_skip,bound_n2_relu_using_zonotope,bound_n2_non_relu_using_zonotope,how_much_faster,solve_status_standard,solve_status_transfer
cnn1,patch,"1,14,14,3",1,4,113.19,277.11,9.540657,9.540657,0.040155,0.040155,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono,yes,no,2.45x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,277.57,9.540657,9.540657,0.040155,0.040155,32,rga0.0,0,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono,yes,no,2.45x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,278.74,9.540657,9.540657,0.040155,0.040155,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono,yes,no,2.46x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,286.58,9.540657,9.540657,0.040161,0.040161,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd5,yes,no,2.53x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,288.19,9.540657,9.540657,0.040155,0.040155,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,no,yes,2.55x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,300.37,9.540657,9.540657,0.040155,0.040155,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono,yes,no,2.65x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,325.34,9.540657,9.540657,0.040156,0.040156,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+hybridSolve+zono,no,no,2.87x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,326.75,9.540657,9.540657,0.040156,0.040156,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+hybridSolve+zono,no,no,2.89x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,329.46,9.540657,9.540657,0.040156,0.040156,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+hybridSolve+zono,no,no,2.91x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,342.82,9.540657,9.540657,0.040156,0.040156,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+hybridSolve+zono,no,no,3.03x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,343.88,9.540657,9.540657,0.040156,0.040156,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+hybridSolve+zono,no,no,3.04x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,358.83,9.540657,9.540657,0.040156,0.040156,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune2.0+hybridSolve+zono,no,no,3.17x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,389.82,9.540657,9.540657,0.040158,0.040158,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+hybridSolve+zono+zonoOrd5,no,no,3.44x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,390.14,9.540657,9.540657,0.040158,0.040158,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+hybridSolve+zono,no,no,3.45x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,392.10,9.540657,9.540657,0.040160,0.040160,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+hybridSolve+zono,no,no,3.46x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,395.25,9.540657,9.540657,0.040160,0.040160,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune2.0+hybridSolve+zono,no,no,3.49x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,402.74,9.540657,9.540657,0.040155,0.040212,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,no,no,3.56x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,411.22,9.540657,9.540657,0.040158,0.040158,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+hybridSolve+zono,no,no,3.63x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,412.42,9.540657,9.540657,0.040158,0.040158,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+hybridSolve+zono,no,no,3.64x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,413.08,9.540657,9.540657,0.040160,0.040160,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+hybridSolve+zono,no,no,3.65x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,413.50,9.540657,9.540657,0.040158,0.040158,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+hybridSolve+zono,no,no,3.65x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,414.81,9.540657,9.540657,0.040160,0.040160,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+hybridSolve+zono,no,no,3.66x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,413.94,9.540657,9.540657,0.040158,0.040158,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune2.0+hybridSolve+zono,no,no,3.66x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,415.46,9.540657,9.540657,0.040160,0.040160,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+hybridSolve+zono,no,no,3.67x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,452.34,9.540657,9.540657,0.040160,0.040160,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+hybridSolve+zono,no,no,4.00x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,468.98,9.540657,9.540657,0.040157,0.040157,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+hybridSolve+zono,no,no,4.14x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,618.33,9.540657,9.540657,0.040179,0.040179,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd10,yes,no,5.46x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,717.48,9.540657,9.540657,0.040179,0.040179,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd10,yes,no,6.34x,,OPTIMAL
cnn1,patch,"1,14,14,3",1,4,113.19,1189.39,9.540657,9.540657,0.000000,10.503931,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono+zonoOrd5,no,no,10.51x,,INTERRUPTED
cnn1,patch,"1,14,14,3",1,4,113.19,1800.07,9.540657,9.540657,0.000000,10.093956,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono+zonoOrd3,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.19,9.540657,9.540657,0.000000,10.093956,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono+zonoOrd3,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.03,9.540657,9.540657,0.000000,10.503931,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono+zonoOrd5,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.03,9.540657,9.540657,0.000000,10.503931,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono+zonoOrd5,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.11,9.540657,9.540657,0.000000,10.093956,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono+zonoOrd3,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.24,9.540657,9.540657,0.000000,10.503931,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono+zonoOrd5,yes,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.04,9.540657,9.540657,0.000000,10.503931,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono+zonoOrd5,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.05,9.540657,9.540657,0.000000,10.093956,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono+zonoOrd3,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.06,9.540657,9.540657,0.000000,10.503931,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono+zonoOrd5,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.10,9.540657,9.540657,0.000000,10.503931,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune2.0+zono+zonoOrd5,no,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.05,9.540657,9.540657,0.000000,9.267729,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd3,yes,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.05,9.540657,9.540657,0.000000,9.267729,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd3,yes,no,15.90x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.40,9.540657,9.540657,0.000000,10.093956,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono+zonoOrd3,yes,no,15.91x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1800.55,9.540657,9.540657,0.000000,10.093956,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune2.0+zono+zonoOrd3,no,no,15.91x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,4,113.19,1804.80,9.540657,9.540657,0.000000,10.093956,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono+zonoOrd3,no,no,15.94x,,TIME_LIMIT
,,,,,,,,,,,,,,,,,,,,
cnn1,patch,"1,14,14,3",1,5,138.25,157.32,9.376198,9.448297,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono+zonoOrd5,no,no,1.14x,,OBJECTIVE_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,159.88,9.376198,9.448297,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono+zonoOrd5,no,no,1.16x,,OBJECTIVE_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,160.75,9.376198,9.448297,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune2.0+zono+zonoOrd5,no,no,1.16x,,OBJECTIVE_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,161.61,9.376198,9.448297,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono+zonoOrd5,no,no,1.17x,,OBJECTIVE_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,162.96,9.376198,9.448297,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono+zonoOrd5,no,no,1.18x,,OBJECTIVE_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,235.07,9.376198,9.448297,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono+zonoOrd5,yes,no,1.70x,,OBJECTIVE_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,325.77,9.376198,9.448297,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer+zono+zonoOrd3,yes,no,2.36x,,OBJECTIVE_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,360.65,9.376198,9.448297,0.000000,-0.000000,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono+zonoOrd3,yes,no,2.61x,,OBJECTIVE_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,761.28,9.376198,9.448297,0.000000,8.705848,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono+zonoOrd3,yes,no,5.51x,,INTERRUPTED
cnn1,patch,"1,14,14,3",1,5,138.25,1800.12,9.376198,9.448297,0.000000,8.705848,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono+zonoOrd3,no,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.15,9.376198,9.448297,0.000000,8.705848,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.1+zono+zonoOrd3,no,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.04,9.376198,9.448297,0.000000,8.705848,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono+zonoOrd3,no,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.04,9.376198,9.448297,0.000000,8.705848,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune0.5+zono+zonoOrd3,no,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.11,9.376198,9.448297,0.000000,8.705848,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune1.0+zono+zonoOrd3,no,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.06,9.376198,9.448297,0.000000,8.705848,,rga0.0,,yes,no_n1_encoding+last_layer+adaptPrune2.0+zono+zonoOrd3,no,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.05,9.376198,9.448297,0.000000,3.529818,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.03,9.376198,9.448297,0.000000,3.529818,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,yes,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.20,9.376198,9.448297,0.000000,3.460571,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.05,9.376198,9.448297,0.000000,3.451614,,rga0.0,,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.02,9.376198,9.448297,0.000000,1.519211,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd10,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.09,9.376198,9.448297,0.000000,1.519211,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd10,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.04,9.376198,9.448297,0.000000,2.951673,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd5,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.05,9.376198,9.448297,0.000000,2.951673,,rga0.0,,yes,no_n1_encoding+last_layer+hybridSolve+zono+zonoOrd5,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.04,9.376198,9.448297,0.000000,3.037469,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono+zonoOrd10,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.13,9.376198,9.448297,0.000000,3.037469,,rga0.0,,yes,no_n1_encoding+last_layer+zono+zonoOrd10,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.55,9.376198,9.448297,0.000000,3.904991,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono+zonoOrd5,yes,no,13.02x,,TIME_LIMIT
cnn1,patch,"1,14,14,3",1,5,138.25,1800.04,9.376198,9.448297,0.000000,3.904991,,rga0.0,,yes,no_n1_encoding+last_layer+zono+zonoOrd5,yes,no,13.02x,,TIME_LIMIT
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"1,1",0,3,344.88,509.94,54.002731,54.540085,0.550885,0.554796,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,yes,1.48x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,529.91,54.002731,54.540085,0.550885,0.554796,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,no,1.54x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,558.97,54.002731,54.540085,0.550885,0.554796,,rga0.0,,yes,no_n1_encoding+last_layer_no_bin+zono,yes,yes,1.62x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,565.34,54.002731,54.540085,0.550885,0.554796,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,1.64x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,685.58,54.002731,54.540085,0.552516,0.556966,,rga0.0,,yes,no_n1_encoding+last_layer+zono+boundN2xpComp+linkN2xpN2x,no,no,1.99x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,699.48,54.002731,54.540085,0.552516,0.556966,32,rga0.0,0,yes,no_n1_encoding+last_layer+n1StabRelax0.0+zono,yes,no,2.03x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,733.73,54.002731,54.540085,0.552516,0.556966,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono+boundN2xpComp,yes,no,2.13x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,740.10,54.002731,54.540085,0.552516,0.556966,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,2.15x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,821.78,54.002731,54.540085,0.552516,0.556966,32,rga0.0,0,yes,no_n1_encoding+last_layer+n1StabRelax0.05+zono,yes,no,2.38x,,OPTIMAL
cnn1,translation,"1,1",0,3,344.88,1175.67,54.002731,54.540085,0.552868,0.557692,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,no,no,3.41x,,OPTIMAL
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"1,1",1,3,298.04,352.43,74.359007,74.998281,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer+zono+boundN2xpComp+linkN2xpN2x,no,no,1.18x,,OBJECTIVE_LIMIT
cnn1,translation,"1,1",1,3,298.04,501.65,74.359007,74.998281,913.612250,915.167789,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,1.68x,,OPTIMAL
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"1,1",1,5,226.98,425.32,74.233966,74.959298,914.516261,915.854350,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,1.87x,,OPTIMAL
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"1,3",0,3,251.33,304.97,54.251636,54.734867,0.668235,0.672937,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,no,yes,1.21x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,312.32,54.251636,54.734867,0.668265,0.674509,,rga0.0,,yes,no_n1_encoding+last_layer_no_bin+zono,yes,yes,1.24x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,325.25,54.251636,54.734867,0.665297,0.671644,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,1.29x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,332.23,54.251636,54.734867,0.668265,0.674509,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,1.32x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,341.03,54.251636,54.734867,0.665297,0.671644,32,rga0.0,0,yes,no_n1_encoding+last_layer+n1StabRelax0.0+zono,yes,no,1.36x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,364.27,54.251636,54.734867,0.668235,0.672937,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,1.45x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,368.10,54.251636,54.734867,0.668235,0.672937,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,yes,1.46x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,384.90,54.251636,54.734867,0.668235,0.672937,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,no,no,1.53x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,392.16,54.251636,54.734867,0.665297,0.671644,,rga0.0,,yes,no_n1_encoding+last_layer+zono+boundN2xpComp+linkN2xpN2x,no,no,1.56x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,394.44,54.251636,54.734867,0.668265,0.674509,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,yes,1.57x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,404.67,54.251636,54.734867,0.668265,0.674509,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,no,1.61x,,OPTIMAL
cnn1,translation,"1,3",0,3,251.33,450.21,54.251636,54.734867,0.665297,0.671644,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono+boundN2xpComp,yes,no,1.79x,,OPTIMAL
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"1,3",0,5,270.72,306.85,53.988235,54.441286,0.588623,0.594074,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,1.13x,,OPTIMAL
cnn1,translation,"1,3",0,5,270.72,325.91,53.988235,54.441286,0.588598,0.594364,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,1.20x,,OPTIMAL
cnn1,translation,"1,3",0,5,270.72,325.48,53.988235,54.441286,0.588598,0.594364,,rga0.0,,yes,no_n1_encoding+last_layer_no_bin+zono,yes,yes,1.20x,,OPTIMAL
cnn1,translation,"1,3",0,5,270.72,332.92,53.988235,54.441286,0.588598,0.594364,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,yes,1.23x,,OPTIMAL
cnn1,translation,"1,3",0,5,270.72,337.42,53.988235,54.441286,0.588598,0.594364,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,no,1.25x,,OPTIMAL
cnn1,translation,"1,3",0,5,270.72,363.90,53.988235,54.441286,0.588623,0.594074,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono+boundN2xpComp,yes,no,1.34x,,OPTIMAL
cnn1,translation,"1,3",0,5,270.72,518.69,53.988235,54.441286,0.588623,0.594074,,rga0.0,,yes,no_n1_encoding+last_layer+zono+boundN2xpComp+linkN2xpN2x,no,no,1.92x,,OPTIMAL
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"3,1",1,3,285.99,364.09,74.697148,74.959298,0.000000,-0.000000,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,1.27x,,OBJECTIVE_LIMIT
cnn1,translation,"3,1",1,3,285.99,383.35,74.697148,74.959298,0.000000,-0.000000,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,yes,1.34x,,OBJECTIVE_LIMIT
cnn1,translation,"3,1",1,3,285.99,425.01,74.697148,74.959298,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer_no_bin+zono,yes,yes,1.49x,,OBJECTIVE_LIMIT
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"3,1",1,4,111.60,115.64,74.425164,75.164951,0.000000,-0.000000,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,1.04x,,OBJECTIVE_LIMIT
cnn1,translation,"3,1",1,4,111.60,213.43,74.425164,75.164951,0.000000,-0.000000,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,yes,1.91x,,OBJECTIVE_LIMIT
cnn1,translation,"3,1",1,4,111.60,218.54,74.425164,75.164951,0.000000,-0.000000,,rga0.0,,yes,no_n1_encoding+last_layer_no_bin+zono,yes,yes,1.96x,,OBJECTIVE_LIMIT
cnn1,translation,"3,1",1,4,111.60,231.58,74.425164,75.164951,0.000000,-0.000000,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,2.08x,,OBJECTIVE_LIMIT
cnn1,translation,"3,1",1,4,111.60,255.19,74.425164,75.164951,0.000000,-0.000000,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,no,2.29x,,OBJECTIVE_LIMIT
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"3,3",0,3,800.69,815.08,53.838480,54.349677,0.495317,0.499521,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,1.02x,,OPTIMAL
cnn1,translation,"3,3",0,3,800.69,824.12,53.838480,54.349677,0.495317,0.499521,,rga0.0,,yes,no_n1_encoding+last_layer_no_bin+zono,yes,yes,1.03x,,OPTIMAL
cnn1,translation,"3,3",0,3,800.69,1800.05,53.838480,54.349677,0.495317,0.672077,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,2.25x,,TIME_LIMIT
cnn1,translation,"3,3",0,3,800.69,1800.04,53.838480,54.349677,0.495317,0.671201,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono+boundN2xpComp,yes,no,2.25x,,TIME_LIMIT
cnn1,translation,"3,3",0,3,800.69,1800.05,53.838480,54.349677,0.495317,0.690604,,rga0.0,,yes,no_n1_encoding+last_layer+zono+boundN2xpComp+linkN2xpN2x,no,no,2.25x,,TIME_LIMIT
cnn1,translation,"3,3",0,3,800.69,1800.04,53.838480,54.349677,0.495317,0.673787,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,2.25x,,TIME_LIMIT
,,,,,,,,,,,,,,,,,,,,
cnn1,translation,"3,3",0,5,682.97,1543.38,53.813441,54.346949,0.464307,0.468766,,rga0.0,,yes,no_n1_encoding+last_layer_no_bin+zono,yes,yes,2.26x,,OPTIMAL
cnn1,translation,"3,3",0,5,682.97,1570.37,53.813441,54.346949,0.464307,0.468766,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,yes,2.30x,,OPTIMAL
cnn1,translation,"3,3",0,5,682.97,1652.25,53.813441,54.346949,0.464308,0.468709,,rga0.0,,yes,no_n1_encoding+last_layer+zono+boundN2xpComp+linkN2xpN2x,no,no,2.42x,,OPTIMAL
cnn1,translation,"3,3",0,5,682.97,1662.05,53.813441,54.346949,0.464307,0.468766,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,no,no,2.43x,,OPTIMAL
cnn1,translation,"3,3",0,5,682.97,1664.64,53.813441,54.346949,0.464308,0.468709,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,2.44x,,OPTIMAL
cnn1,translation,"3,3",0,5,682.97,1699.29,53.813441,54.346949,0.464307,0.468766,32,rga0.0,0,yes,no_n1_encoding+last_layer_no_bin+zono,yes,no,2.49x,,OPTIMAL
cnn1,translation,"3,3",0,5,682.97,1800.13,53.813441,54.346949,0.464307,0.485517,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono+boundN2xpComp,yes,no,2.64x,,TIME_LIMIT
cnn1,translation,"3,3",0,5,682.97,1800.05,53.813441,54.346949,0.464307,0.491712,32,rga0.0,0,yes,no_n1_encoding+last_layer+zono,yes,no,2.64x,,TIME_LIMIT
