arch,perturbation,perturbation_size,c_source,c_target,time_standard,time_advstd,delta_standard_lower_bound,delta_standard_upper_bound,delta_advstd_lower_bound,delta_advstd_upper_bound,delta_error,mip_start,branch_priorities,lp_basis,bound_tightening,var_hint,zono_bounds,n1_probe,relax_threshold,elim_org,elim_pert,relaxed_org,relaxed_pert,seed,how_much_faster,lp_optimization_time,time_advstd_with_lp,how_much_faster_with_lp,gap_standard,gap_advstd,solve_status_standard,solve_status_advstd,standard_file,advstd_file
3x10,patch,"1,14,14,3",0,3,14.75,14.97,9.061635,9.061635,9.061635,9.061635,0.000000,no,bounds,no,yes,yes,no,off,off,elim not activated,elim not activated,relax not activated,relax not activated,2,1.01x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937201696_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_varHint_seed2_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,14.97,9.061635,9.061635,9.061635,9.061635,-0.000000,no,bounds,no,yes,yes,no,off,off,elim not activated,elim not activated,relax not activated,relax not activated,3,1.01x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937202072_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_varHint_seed3_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,14.95,9.061635,9.061635,9.061637,9.061637,0.000002,no,bounds,no,yes,no,no,off,0.01,elim not activated,elim not activated,0,0,1,1.01x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937211322_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_relaxT0.01_seed1_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,14.92,9.061635,9.061635,9.061635,9.061635,0.000000,no,bounds,no,yes,no,no,lp,off,0,0,relax not activated,relax not activated,2,1.01x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937971816_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_n1ProbeLP_seed2_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.09,9.061635,9.061635,9.061635,9.061635,-0.000000,yes,bounds,no,yes,no,no,off,off,elim not activated,elim not activated,relax not activated,relax not activated,2,1.02x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911755577490_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_mipStart_branchPri_boundTight_seed2_HyperAttackCutoff_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.00,9.061635,9.061635,9.061635,9.061635,0.000000,no,off,no,yes,no,yes,lp,off,0,0,relax not activated,relax not activated,2,1.02x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911936250441_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_n1ProbeLP_seed2_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.01,9.061635,9.061635,9.061635,9.061635,-0.000000,no,bounds,no,yes,no,no,lp,off,0,0,relax not activated,relax not activated,3,1.02x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937971707_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_n1ProbeLP_seed3_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.01,9.061635,9.061635,9.061637,9.061637,0.000002,no,bounds,no,yes,yes,no,lp,0.01,0,0,0,0,1,1.02x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911938224095_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_n1ProbeLP_relaxT0.01_varHint_seed1_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.05,9.061635,9.061635,9.061635,9.061635,0.000000,no,bounds,no,yes,no,yes,lp,0.5,0,0,0,0,2,1.02x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911940408465_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_zonoBounds_n1ProbeLP_relaxT0.5_seed2_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.21,9.061635,9.061635,9.061637,9.061637,0.000002,no,off,no,yes,yes,no,off,0.01,elim not activated,elim not activated,0,0,1,1.03x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911933786663_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_relaxT0.01_varHint_seed1_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.26,9.061635,9.061635,9.061635,9.061635,-0.000000,no,off,no,yes,yes,yes,lp,0.01,0,0,0,0,3,1.03x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911936540266_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_n1ProbeLP_relaxT0.01_varHint_seed3_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.22,9.061635,9.061635,9.061635,9.061635,0.000000,no,off,no,yes,no,yes,lp,0.1,0,0,0,0,0,1.03x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911936579927_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_n1ProbeLP_relaxT0.1_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.21,9.061635,9.061635,9.061637,9.061637,0.000002,no,bounds,no,yes,no,yes,off,1.0,elim not activated,elim not activated,0,0,1,1.03x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911939519758_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_zonoBounds_relaxT1.0_seed1_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.33,9.061635,9.061635,9.061635,9.061635,-0.000000,no,off,no,yes,yes,yes,off,off,elim not activated,elim not activated,relax not activated,relax not activated,3,1.04x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911935452786_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_varHint_seed3_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.32,9.061635,9.061635,9.061637,9.061637,0.000002,no,bounds,no,yes,yes,yes,off,off,elim not activated,elim not activated,relax not activated,relax not activated,1,1.04x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911938914213_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_zonoBounds_varHint_seed1_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.28,9.061635,9.061635,9.061635,9.061635,-0.000000,no,bounds,no,yes,no,yes,off,0.1,elim not activated,elim not activated,0,0,4,1.04x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911939243088_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_zonoBounds_relaxT0.1_seed4_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.39,9.061635,9.061635,9.061637,9.061637,0.000002,no,off,no,yes,yes,no,off,0.01,elim not activated,elim not activated,0,0,1,1.04x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63912011582107_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_relaxT0.01_varHint_seed1_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.44,9.061635,9.061635,9.061635,9.061635,0.000000,no,off,no,yes,no,yes,lp,0.01,0,0,0,0,2,1.05x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911936447650_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_n1ProbeLP_relaxT0.01_seed2_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.42,9.061635,9.061635,9.061637,9.061637,0.000002,no,bounds,no,yes,yes,no,off,off,elim not activated,elim not activated,relax not activated,relax not activated,1,1.05x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937201118_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_varHint_seed1_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.46,9.061635,9.061635,9.061635,9.061635,0.000000,no,bounds,no,yes,yes,no,off,1.0,elim not activated,elim not activated,0,0,2,1.05x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937883693_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_relaxT1.0_varHint_seed2_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.41,9.061635,9.061635,9.061635,9.061635,-0.000000,no,off,no,yes,no,no,off,0.01,elim not activated,elim not activated,0,0,3,1.05x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63912011522100_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_relaxT0.01_seed3_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.57,9.061635,9.061635,9.061635,9.061635,0.000000,no,off,no,yes,yes,no,lp,0.5,0,0,0,0,2,1.06x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911935038447_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_n1ProbeLP_relaxT0.5_varHint_seed2_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.58,9.061635,9.061635,9.061635,9.061635,0.000000,no,off,no,yes,yes,yes,lp,0.01,0,0,0,0,2,1.06x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911936540328_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_n1ProbeLP_relaxT0.01_varHint_seed2_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.68,9.061635,9.061635,9.061635,9.066591,0.004956,no,bounds,no,yes,yes,no,lp,0.01,0,0,0,0,0,1.06x,,,,0.000000,0.004956,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911938225231_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_n1ProbeLP_relaxT0.01_varHint_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.80,9.061635,9.061635,9.061635,9.061635,0.000000,no,off,no,yes,no,yes,lp,0.5,0,0,0,0,0,1.07x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911936766483_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_n1ProbeLP_relaxT0.5_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.81,9.061635,9.061635,9.061637,9.061637,0.000002,no,off,no,yes,yes,no,off,off,elim not activated,elim not activated,relax not activated,relax not activated,1,1.07x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63912011233182_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_varHint_seed1_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.94,9.061635,9.061635,9.061635,9.061635,-0.000000,no,off,no,yes,yes,yes,off,0.1,elim not activated,elim not activated,0,0,3,1.08x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911935811203_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_relaxT0.1_varHint_seed3_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.86,9.061635,9.061635,9.061637,9.061637,0.000002,no,off,no,yes,yes,yes,off,0.5,elim not activated,elim not activated,0,0,1,1.08x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911935990703_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_boundTight_zonoBounds_relaxT0.5_varHint_seed1_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.97,9.061635,9.061635,9.061635,9.061635,0.000000,no,bounds,no,yes,yes,no,off,0.01,elim not activated,elim not activated,0,0,2,1.08x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937335452_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_relaxT0.01_varHint_seed2_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
3x10,patch,"1,14,14,3",0,3,14.75,15.99,9.061635,9.061635,9.061637,9.061637,0.000002,no,bounds,no,yes,no,no,lp,off,0,0,relax not activated,relax not activated,1,1.08x,,,,0.000000,0.000000,OPTIMAL,OPTIMAL,"/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/vagharWithPerturbed_3x10_19_sgd_itr1/63911229042743_3x10_patch_1.0,14.0,14.0,3.0_ctag0__HyperAttackHints_VagharDeps_PertruebedIntervals_cTag1.txt","/root/Downloads/for_dana/vaghar_org/paper_experiments/mnist/3x10_exp/patch/eps_1,14,14,3/advStd_3x10_N1_19/63911937962108_n2_3x10_patch_1.0,14.0,14.0,3.0_ctag0_19_sgd_itr1_N2_advStd_branchPri_boundTight_n1ProbeLP_seed1_elimOrg0_elimPert0_HyperAttackHints_VagharDeps_PerturbedIntervals_cTag1.txt"
